surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
43,The Ornaments of Gold,Az-Zukhruf,65,4390,,هَلْ يَنظُرُونَ إِلَّا ٱلسَّاعَةَ أَن تَأْتِيَهُم بَغْتَةًۭ وَهُمْ لَا يَشْعُرُونَ,"Are they merely waiting for the Hour, which will come upon them suddenly and take them unawares?",429,25,6,198,89,6236,Meccan,FALSE,,10,"[هَلْ,يَنظُرُونَ,إِلَّا,ٱلسَّاعَةَ,أَن,تَأْتِيَهُم,بَغْتَةًۭ,وَهُمْ,لَا,يَشْعُرُونَ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,66,4391,,ٱلْأَخِلَّآءُ يَوْمَئِذٍۭ بَعْضُهُمْ لِبَعْضٍ عَدُوٌّ إِلَّا ٱلْمُتَّقِينَ,"On that Day, friends will become each other's enemies, except the righteous --",429,25,6,198,89,6236,Meccan,FALSE,,7,"[ٱلْأَخِلَّآءُ,يَوْمَئِذٍۭ,بَعْضُهُمْ,لِبَعْضٍ,عَدُوٌّ,إِلَّا,ٱلْمُتَّقِينَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,67,4392,,يَٰعِبَادِ لَا خَوْفٌ عَلَيْكُمُ ٱلْيَوْمَ وَلَآ أَنتُمْ تَحْزَنُونَ,"""O My servants, you need not fear this Day, nor shall you grieve"" --",430,25,6,198,89,6236,Meccan,FALSE,,8,"[يَٰعِبَادِ,لَا,خَوْفٌ,عَلَيْكُمُ,ٱلْيَوْمَ,وَلَآ,أَنتُمْ,تَحْزَنُونَ]",grief
43,The Ornaments of Gold,Az-Zukhruf,68,4393,,ٱلَّذِينَ ءَامَنُوا۟ بِـَٔايَٰتِنَا وَكَانُوا۟ مُسْلِمِينَ,those who believed in Our revelations and surrendered themselves to Us.,430,25,6,198,89,6236,Meccan,FALSE,,5,"[ٱلَّذِينَ,ءَامَنُوا۟,بِـَٔايَٰتِنَا,وَكَانُوا۟,مُسْلِمِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,69,4394,,ٱدْخُلُوا۟ ٱلْجَنَّةَ أَنتُمْ وَأَزْوَٰجُكُمْ تُحْبَرُونَ,"""Enter the Garden rejoicing, both you and your spouses!""",430,25,6,198,89,6236,Meccan,FALSE,,5,"[ٱدْخُلُوا۟,ٱلْجَنَّةَ,أَنتُمْ,وَأَزْوَٰجُكُمْ,تُحْبَرُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,70,4395,,يُطَافُ عَلَيْهِم بِصِحَافٍۢ مِّن ذَهَبٍۢ وَأَكْوَابٍۢ ۖ وَفِيهَا مَا تَشْتَهِيهِ ٱلْأَنفُسُ وَتَلَذُّ ٱلْأَعْيُنُ ۖ وَأَنتُمْ فِيهَا خَٰلِدُونَ,"Dishes and goblets of gold will be passed around them with all that their souls desire and their eyes delight in. ""There you will remain forever:",430,25,6,198,89,6236,Meccan,FALSE,,17,"[يُطَافُ,عَلَيْهِم,بِصِحَافٍۢ,مِّن,ذَهَبٍۢ,وَأَكْوَابٍۢ,ۖ,وَفِيهَا,مَا,تَشْتَهِيهِ,ٱلْأَنفُسُ,وَتَلَذُّ,ٱلْأَعْيُنُ,ۖ,وَأَنتُمْ,فِيهَا,خَٰلِدُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,71,4396,,وَتِلْكَ ٱلْجَنَّةُ ٱلَّتِىٓ أُورِثْتُمُوهَا بِمَا كُنتُمْ تَعْمَلُونَ,"this is the Garden which you will inherit by virtue of your past deeds,",430,25,6,198,89,6236,Meccan,FALSE,,7,"[وَتِلْكَ,ٱلْجَنَّةُ,ٱلَّتِىٓ,أُورِثْتُمُوهَا,بِمَا,كُنتُمْ,تَعْمَلُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,72,4397,,لَكُمْ فِيهَا فَٰكِهَةٌۭ كَثِيرَةٌۭ مِّنْهَا تَأْكُلُونَ,"and there is abundant fruit in it for you to eat.""",430,25,6,198,89,6236,Meccan,FALSE,,6,"[لَكُمْ,فِيهَا,فَٰكِهَةٌۭ,كَثِيرَةٌۭ,مِّنْهَا,تَأْكُلُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,73,4398,,إِنَّ ٱلْمُجْرِمِينَ فِى عَذَابِ جَهَنَّمَ خَٰلِدُونَ,"As for the evil-doers, they shall endure forever the torment of Hell,",430,25,6,198,89,6236,Meccan,FALSE,,6,"[إِنَّ,ٱلْمُجْرِمِينَ,فِى,عَذَابِ,جَهَنَّمَ,خَٰلِدُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,74,4399,,لَا يُفَتَّرُ عَنْهُمْ وَهُمْ فِيهِ مُبْلِسُونَ,from which there is no relief: they will remain there in utter despair.,430,25,6,198,89,6236,Meccan,FALSE,,6,"[لَا,يُفَتَّرُ,عَنْهُمْ,وَهُمْ,فِيهِ,مُبْلِسُونَ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,75,4400,,وَمَا ظَلَمْنَٰهُمْ وَلَٰكِن كَانُوا۟ هُمُ ٱلظَّٰلِمِينَ,We have not wronged them; it was they who were the wrongdoers.,430,25,6,198,89,6236,Meccan,FALSE,,6,"[وَمَا,ظَلَمْنَٰهُمْ,وَلَٰكِن,كَانُوا۟,هُمُ,ٱلظَّٰلِمِينَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,76,4401,,وَنَادَوْا۟ يَٰمَٰلِكُ لِيَقْضِ عَلَيْنَا رَبُّكَ ۖ قَالَ إِنَّكُم مَّٰكِثُونَ,"They will cry, ""Master, if only your Lord would put an end to us!"" But he \[the angel\] will answer, ""No! You are here to stay.""",430,25,6,198,89,6236,Meccan,FALSE,,9,"[وَنَادَوْا۟,يَٰمَٰلِكُ,لِيَقْضِ,عَلَيْنَا,رَبُّكَ,ۖ,قَالَ,إِنَّكُم,مَّٰكِثُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,77,4402,,لَقَدْ جِئْنَٰكُم بِٱلْحَقِّ وَلَٰكِنَّ أَكْثَرَكُمْ لِلْحَقِّ كَٰرِهُونَ,We have certainly brought the truth to you: but most of you have an aversion for the truth.,430,25,6,198,89,6236,Meccan,FALSE,,7,"[لَقَدْ,جِئْنَٰكُم,بِٱلْحَقِّ,وَلَٰكِنَّ,أَكْثَرَكُمْ,لِلْحَقِّ,كَٰرِهُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,78,4403,,أَمْ أَبْرَمُوٓا۟ أَمْرًۭا فَإِنَّا مُبْرِمُونَ,Have they determined upon a course? Then We too are determined.,430,25,6,198,89,6236,Meccan,FALSE,,5,"[أَمْ,أَبْرَمُوٓا۟,أَمْرًۭا,فَإِنَّا,مُبْرِمُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,79,4404,,أَمْ يَحْسَبُونَ أَنَّا لَا نَسْمَعُ سِرَّهُمْ وَنَجْوَىٰهُم ۚ بَلَىٰ وَرُسُلُنَا لَدَيْهِمْ يَكْتُبُونَ,"Do they imagine We do not hear their secret talk and their private counsels? On the contrary, Our messengers \[angels\] are at their sides, recording everything.",430,25,6,198,89,6236,Meccan,FALSE,,12,"[أَمْ,يَحْسَبُونَ,أَنَّا,لَا,نَسْمَعُ,سِرَّهُمْ,وَنَجْوَىٰهُم,ۚ,بَلَىٰ,وَرُسُلُنَا,لَدَيْهِمْ,يَكْتُبُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,80,4405,,قُلْ إِن كَانَ لِلرَّحْمَٰنِ وَلَدٌۭ فَأَنَا۠ أَوَّلُ ٱلْعَٰبِدِينَ,"Say, ""If the All Merciful had a son, I would be the first to worship him.""",430,25,6,198,89,6236,Meccan,FALSE,,8,"[قُلْ,إِن,كَانَ,لِلرَّحْمَٰنِ,وَلَدٌۭ,فَأَنَا۠,أَوَّلُ,ٱلْعَٰبِدِينَ]",mercy
43,The Ornaments of Gold,Az-Zukhruf,81,4406,,سُبْحَٰنَ رَبِّ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ رَبِّ ٱلْعَرْشِ عَمَّا يَصِفُونَ,"But -- exalted be the Lord of the heavens and earth, the Lord of the Throne -- He is far above their \[false\] descriptions.",430,25,6,198,89,6236,Meccan,FALSE,,8,"[سُبْحَٰنَ,رَبِّ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,رَبِّ,ٱلْعَرْشِ,عَمَّا,يَصِفُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,82,4407,,فَذَرْهُمْ يَخُوضُوا۟ وَيَلْعَبُوا۟ حَتَّىٰ يُلَٰقُوا۟ يَوْمَهُمُ ٱلَّذِى يُوعَدُونَ,So leave them alone to indulge in vain discourse and amuse themselves until they come face to face with that Day which they have been promised.,430,25,6,198,89,6236,Meccan,FALSE,,8,"[فَذَرْهُمْ,يَخُوضُوا۟,وَيَلْعَبُوا۟,حَتَّىٰ,يُلَٰقُوا۟,يَوْمَهُمُ,ٱلَّذِى,يُوعَدُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,83,4408,,وَهُوَ ٱلَّذِى فِى ٱلسَّمَآءِ إِلَٰهٌۭ وَفِى ٱلْأَرْضِ إِلَٰهٌۭ ۚ وَهُوَ ٱلْحَكِيمُ ٱلْعَلِيمُ,"It is He who is God in heaven, and God on earth: He is the Wise One, the All Knowing;",430,25,6,198,89,6236,Meccan,FALSE,,12,"[وَهُوَ,ٱلَّذِى,فِى,ٱلسَّمَآءِ,إِلَٰهٌۭ,وَفِى,ٱلْأَرْضِ,إِلَٰهٌۭ,ۚ,وَهُوَ,ٱلْحَكِيمُ,ٱلْعَلِيمُ]",hope
43,The Ornaments of Gold,Az-Zukhruf,84,4409,,وَتَبَارَكَ ٱلَّذِى لَهُۥ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا وَعِندَهُۥ عِلْمُ ٱلسَّاعَةِ وَإِلَيْهِ تُرْجَعُونَ,"blessed be He who has sovereignty over the kingdom of the heavens and the earth and all that lies between them. He alone has knowledge of the Hour, and to Him you shall be returned.",430,25,6,198,89,6236,Meccan,FALSE,,13,"[وَتَبَارَكَ,ٱلَّذِى,لَهُۥ,مُلْكُ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,وَمَا,بَيْنَهُمَا,وَعِندَهُۥ,عِلْمُ,ٱلسَّاعَةِ,وَإِلَيْهِ,تُرْجَعُونَ]",hope
43,The Ornaments of Gold,Az-Zukhruf,85,4410,,وَلَا يَمْلِكُ ٱلَّذِينَ يَدْعُونَ مِن دُونِهِ ٱلشَّفَٰعَةَ إِلَّا مَن شَهِدَ بِٱلْحَقِّ وَهُمْ يَعْلَمُونَ,"Those whom they invoke besides God have no power of intercession, only those who bear witness to the truth and they know.",430,25,6,198,89,6236,Meccan,FALSE,,13,"[وَلَا,يَمْلِكُ,ٱلَّذِينَ,يَدْعُونَ,مِن,دُونِهِ,ٱلشَّفَٰعَةَ,إِلَّا,مَن,شَهِدَ,بِٱلْحَقِّ,وَهُمْ,يَعْلَمُونَ]",divine justice
43,The Ornaments of Gold,Az-Zukhruf,86,4411,,وَلَئِن سَأَلْتَهُم مَّنْ خَلَقَهُمْ لَيَقُولُنَّ ٱللَّهُ ۖ فَأَنَّىٰ يُؤْفَكُونَ,"And if you ask them who created them, they will surely say, God. How then are they turned away?",430,25,6,198,89,6236,Meccan,FALSE,,9,"[وَلَئِن,سَأَلْتَهُم,مَّنْ,خَلَقَهُمْ,لَيَقُولُنَّ,ٱللَّهُ,ۖ,فَأَنَّىٰ,يُؤْفَكُونَ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,87,4412,,وَقِيلِهِۦ يَٰرَبِّ إِنَّ هَٰٓؤُلَآءِ قَوْمٌۭ لَّا يُؤْمِنُونَ,"The Prophet has said, ""Lord! Truly they are a people who do not believe.""",430,25,6,198,89,6236,Meccan,FALSE,,7,"[وَقِيلِهِۦ,يَٰرَبِّ,إِنَّ,هَٰٓؤُلَآءِ,قَوْمٌۭ,لَّا,يُؤْمِنُونَ]",taqwa
43,The Ornaments of Gold,Az-Zukhruf,88,4413,,فَٱصْفَحْ عَنْهُمْ وَقُلْ سَلَٰمٌۭ ۚ فَسَوْفَ يَعْلَمُونَ,"Then bear with them \[O Muhammad\] and say, ""Peace."" They will soon come to know.",430,25,6,198,89,6236,Meccan,FALSE,,7,"[فَٱصْفَحْ,عَنْهُمْ,وَقُلْ,سَلَٰمٌۭ,ۚ,فَسَوْفَ,يَعْلَمُونَ]",hope
44,The Smoke,Ad-Dukhan,89,4414,,حمٓ,Ha Mim.,431,25,6,198,59,6236,Meccan,FALSE,,1,[حمٓ],divine justice
44,The Smoke,Ad-Dukhan,1,4415,,وَٱلْكِتَٰبِ ٱلْمُبِينِ,"By the Book that makes things clear,",431,25,6,198,59,6236,Meccan,FALSE,,2,"[وَٱلْكِتَٰبِ,ٱلْمُبِينِ]",hope
44,The Smoke,Ad-Dukhan,2,4416,,إِنَّآ أَنزَلْنَٰهُ فِى لَيْلَةٍۢ مُّبَٰرَكَةٍ ۚ إِنَّا كُنَّا مُنذِرِينَ,"surely We sent it down on a blessed night, We have always sent warnings,",431,25,6,198,59,6236,Meccan,FALSE,,9,"[إِنَّآ,أَنزَلْنَٰهُ,فِى,لَيْلَةٍۢ,مُّبَٰرَكَةٍ,ۚ,إِنَّا,كُنَّا,مُنذِرِينَ]",hope
44,The Smoke,Ad-Dukhan,3,4417,,فِيهَا يُفْرَقُ كُلُّ أَمْرٍ حَكِيمٍ,on that night every wise decree is specified,431,25,6,198,59,6236,Meccan,FALSE,,5,"[فِيهَا,يُفْرَقُ,كُلُّ,أَمْرٍ,حَكِيمٍ]",hope
44,The Smoke,Ad-Dukhan,4,4418,,أَمْرًۭا مِّنْ عِندِنَآ ۚ إِنَّا كُنَّا مُرْسِلِينَ,"by Our own command -- We have been sending messages,",431,25,6,198,59,6236,Meccan,FALSE,,7,"[أَمْرًۭا,مِّنْ,عِندِنَآ,ۚ,إِنَّا,كُنَّا,مُرْسِلِينَ]",hope
44,The Smoke,Ad-Dukhan,5,4419,,رَحْمَةًۭ مِّن رَّبِّكَ ۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ,"as a mercy from your Lord, He hears all and knows all,",431,25,6,198,59,6236,Meccan,FALSE,,8,"[رَحْمَةًۭ,مِّن,رَّبِّكَ,ۚ,إِنَّهُۥ,هُوَ,ٱلسَّمِيعُ,ٱلْعَلِيمُ]",hope
44,The Smoke,Ad-Dukhan,6,4420,,رَبِّ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَآ ۖ إِن كُنتُم مُّوقِنِينَ,"He is the Lord of heaven and earth and all that is between them, if only you would really believe,",431,25,6,198,59,6236,Meccan,FALSE,,9,"[رَبِّ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,وَمَا,بَيْنَهُمَآ,ۖ,إِن,كُنتُم,مُّوقِنِينَ]",hope
44,The Smoke,Ad-Dukhan,7,4421,,لَآ إِلَٰهَ إِلَّا هُوَ يُحْىِۦ وَيُمِيتُ ۖ رَبُّكُمْ وَرَبُّ ءَابَآئِكُمُ ٱلْأَوَّلِينَ,"there is no deity save Him: It is He who gives both life and death -- He is your Lord, and the Lord of your forefathers,",431,25,6,198,59,6236,Meccan,FALSE,,11,"[لَآ,إِلَٰهَ,إِلَّا,هُوَ,يُحْىِۦ,وَيُمِيتُ,ۖ,رَبُّكُمْ,وَرَبُّ,ءَابَآئِكُمُ,ٱلْأَوَّلِينَ]",divine justice
44,The Smoke,Ad-Dukhan,8,4422,,بَلْ هُمْ فِى شَكٍّۢ يَلْعَبُونَ,"yet, they toy with their doubts.",431,25,6,198,59,6236,Meccan,FALSE,,5,"[بَلْ,هُمْ,فِى,شَكٍّۢ,يَلْعَبُونَ]",hope
44,The Smoke,Ad-Dukhan,9,4423,,فَٱرْتَقِبْ يَوْمَ تَأْتِى ٱلسَّمَآءُ بِدُخَانٍۢ مُّبِينٍۢ,"Wait, then, for the Day when the sky brings forth plainly visible clouds of smoke.",431,25,6,198,59,6236,Meccan,FALSE,,6,"[فَٱرْتَقِبْ,يَوْمَ,تَأْتِى,ٱلسَّمَآءُ,بِدُخَانٍۢ,مُّبِينٍۢ]",taqwa
44,The Smoke,Ad-Dukhan,10,4424,,يَغْشَى ٱلنَّاسَ ۖ هَٰذَا عَذَابٌ أَلِيمٌۭ,That will envelop the people. This will be a painful punishment.,431,25,6,198,59,6236,Meccan,FALSE,,6,"[يَغْشَى,ٱلنَّاسَ,ۖ,هَٰذَا,عَذَابٌ,أَلِيمٌۭ]",grief
44,The Smoke,Ad-Dukhan,11,4425,,رَّبَّنَا ٱكْشِفْ عَنَّا ٱلْعَذَابَ إِنَّا مُؤْمِنُونَ,"Then they will say, ""Lord, relieve us from this torment, for truly we are now believers in You.""",431,25,6,198,59,6236,Meccan,FALSE,,6,"[رَّبَّنَا,ٱكْشِفْ,عَنَّا,ٱلْعَذَابَ,إِنَّا,مُؤْمِنُونَ]",hope
44,The Smoke,Ad-Dukhan,12,4426,,أَنَّىٰ لَهُمُ ٱلذِّكْرَىٰ وَقَدْ جَآءَهُمْ رَسُولٌۭ مُّبِينٌۭ,"How can they benefit from admonition, seeing that a messenger had already come to them explaining things clearly?",431,25,6,198,59,6236,Meccan,FALSE,,7,"[أَنَّىٰ,لَهُمُ,ٱلذِّكْرَىٰ,وَقَدْ,جَآءَهُمْ,رَسُولٌۭ,مُّبِينٌۭ]",hope
44,The Smoke,Ad-Dukhan,13,4427,,ثُمَّ تَوَلَّوْا۟ عَنْهُ وَقَالُوا۟ مُعَلَّمٌۭ مَّجْنُونٌ,"Then they turned away from him and said, ""He is a madman, taught by others!""",431,25,6,198,59,6236,Meccan,FALSE,,6,"[ثُمَّ,تَوَلَّوْا۟,عَنْهُ,وَقَالُوا۟,مُعَلَّمٌۭ,مَّجْنُونٌ]",divine justice
44,The Smoke,Ad-Dukhan,14,4428,,إِنَّا كَاشِفُوا۟ ٱلْعَذَابِ قَلِيلًا ۚ إِنَّكُمْ عَآئِدُونَ,"Were We to ease the torment for a while, you would still revert to denial of the truth.",431,25,6,198,59,6236,Meccan,FALSE,,7,"[إِنَّا,كَاشِفُوا۟,ٱلْعَذَابِ,قَلِيلًا,ۚ,إِنَّكُمْ,عَآئِدُونَ]",divine justice
44,The Smoke,Ad-Dukhan,15,4429,,يَوْمَ نَبْطِشُ ٱلْبَطْشَةَ ٱلْكُبْرَىٰٓ إِنَّا مُنتَقِمُونَ,"On the Day We inflict the direst scourge upon all sinners, We will certainly exact retribution.",431,25,6,198,59,6236,Meccan,FALSE,,6,"[يَوْمَ,نَبْطِشُ,ٱلْبَطْشَةَ,ٱلْكُبْرَىٰٓ,إِنَّا,مُنتَقِمُونَ]",divine justice
44,The Smoke,Ad-Dukhan,16,4430,,۞ وَلَقَدْ فَتَنَّا قَبْلَهُمْ قَوْمَ فِرْعَوْنَ وَجَآءَهُمْ رَسُولٌۭ كَرِيمٌ,"We tried the people of Pharaoh before them: a noble messenger was sent to them,",431,25,6,199,59,6236,Meccan,FALSE,,9,"[۞,وَلَقَدْ,فَتَنَّا,قَبْلَهُمْ,قَوْمَ,فِرْعَوْنَ,وَجَآءَهُمْ,رَسُولٌۭ,كَرِيمٌ]",hope
44,The Smoke,Ad-Dukhan,17,4431,,أَنْ أَدُّوٓا۟ إِلَىَّ عِبَادَ ٱللَّهِ ۖ إِنِّى لَكُمْ رَسُولٌ أَمِينٌۭ,"saying, ""Hand over God's servants to me. I am a trustworthy messenger for you.",431,25,6,199,59,6236,Meccan,FALSE,,10,"[أَنْ,أَدُّوٓا۟,إِلَىَّ,عِبَادَ,ٱللَّهِ,ۖ,إِنِّى,لَكُمْ,رَسُولٌ,أَمِينٌۭ]",hope
44,The Smoke,Ad-Dukhan,18,4432,,وَأَن لَّا تَعْلُوا۟ عَلَى ٱللَّهِ ۖ إِنِّىٓ ءَاتِيكُم بِسُلْطَٰنٍۢ مُّبِينٍۢ,Do not set yourselves above God: I bring you clear authority.,431,25,6,199,59,6236,Meccan,FALSE,,10,"[وَأَن,لَّا,تَعْلُوا۟,عَلَى,ٱللَّهِ,ۖ,إِنِّىٓ,ءَاتِيكُم,بِسُلْطَٰنٍۢ,مُّبِينٍۢ]",hope
44,The Smoke,Ad-Dukhan,19,4433,,وَإِنِّى عُذْتُ بِرَبِّى وَرَبِّكُمْ أَن تَرْجُمُونِ,I have sought refuge with my Lord and your Lord lest you stone me \[to death\].,431,25,6,199,59,6236,Meccan,FALSE,,6,"[وَإِنِّى,عُذْتُ,بِرَبِّى,وَرَبِّكُمْ,أَن,تَرْجُمُونِ]",divine justice
44,The Smoke,Ad-Dukhan,20,4434,,وَإِن لَّمْ تُؤْمِنُوا۟ لِى فَٱعْتَزِلُونِ,"If you do not believe in me, at least keep away from me.""",431,25,6,199,59,6236,Meccan,FALSE,,5,"[وَإِن,لَّمْ,تُؤْمِنُوا۟,لِى,فَٱعْتَزِلُونِ]",hope
44,The Smoke,Ad-Dukhan,21,4435,,فَدَعَا رَبَّهُۥٓ أَنَّ هَٰٓؤُلَآءِ قَوْمٌۭ مُّجْرِمُونَ,"Then he cried out to his Lord, ""These are sinful people.""",431,25,6,199,59,6236,Meccan,FALSE,,6,"[فَدَعَا,رَبَّهُۥٓ,أَنَّ,هَٰٓؤُلَآءِ,قَوْمٌۭ,مُّجْرِمُونَ]",divine justice
